Location,Population,date,HighestInfectionCount,PercentPopulationInfected
Poland,37846605,2020-05-09,15651,0.041353775
Thailand,69799978,2021-03-31,28863,0.041351016
Liberia,5057677,2021-04-21,2091,0.041343091
Liberia,5057677,2021-04-22,2091,0.041343091
Kosovo,1932774,2020-04-30,799,0.041339546
Paraguay,7132530,2020-07-12,2948,0.041331757
Mali,20250834,2021-02-27,8365,0.041306941
South Korea,51269183,2020-09-05,21177,0.041305515
Hungary,9660350,2020-06-06,3990,0.041302851
Uganda,45741000,2020-11-25,18890,0.041297742
Thailand,69799978,2021-03-30,28821,0.041290844
New Zealand,4822233,2020-11-11,1991,0.041287926
Syria,17500657,2020-11-22,7225,0.041284164
Uruguay,3473727,2020-08-15,1434,0.04128131
Mali,20250834,2021-02-26,8358,0.041272374
Lesotho,2142252,2020-08-13,884,0.041264987
Lesotho,2142252,2020-08-14,884,0.041264987
Togo,8278737,2020-12-20,3416,0.041262333
Myanmar,54409794,2020-10-08,22445,0.041251764
Latvia,1886202,2020-04-23,778,0.041246908
Mali,20250834,2021-02-25,8349,0.041227932
New Zealand,4822233,2020-11-10,1988,0.041225714
Thailand,69799978,2021-03-29,28773,0.041222076
Somalia,15893219,2021-02-24,6549,0.041206253
Tajikistan,9537642,2020-05-31,3930,0.041205153
New Zealand,4822233,2020-11-09,1987,0.041204977
Mauritius,1271767,2020-12-15,524,0.041202516
Mauritius,1271767,2020-12-16,524,0.041202516
Mauritius,1271767,2020-12-17,524,0.041202516
Mauritius,1271767,2020-12-18,524,0.041202516
Mauritius,1271767,2020-12-19,524,0.041202516
Mauritius,1271767,2020-12-20,524,0.041202516
Mauritius,1271767,2020-12-21,524,0.041202516
Moldova,4033963,2020-04-12,1662,0.04120018
New Zealand,4822233,2020-11-08,1986,0.04118424
South Sudan,11193729,2021-02-08,4609,0.04117484
Mozambique,31255435,2020-10-31,12869,0.041173639
Thailand,69799978,2021-03-28,28734,0.041166202
Sudan,43849269,2020-11-30,18045,0.041152339
Guinea,13132792,2020-07-01,5404,0.041148904
Brunei,437483,2021-01-28,180,0.041144456
Brunei,437483,2021-01-29,180,0.041144456
Brunei,437483,2021-01-30,180,0.041144456
Brunei,437483,2021-01-31,180,0.041144456
Brunei,437483,2021-02-01,180,0.041144456
Brunei,437483,2021-02-02,180,0.041144456
Brunei,437483,2021-02-03,180,0.041144456
Brunei,437483,2021-02-04,180,0.041144456
Brunei,437483,2021-02-05,180,0.041144456
Mali,20250834,2021-02-24,8332,0.041143984
Sierra Leone,7976985,2021-01-28,3282,0.041143364
Albania,2877800,2020-06-03,1184,0.041142539
Nigeria,206139587,2020-12-28,84811,0.04114251
Libya,6871287,2020-07-27,2827,0.04114222
Bahrain,1701583,2020-04-05,700,0.041138164
Ecuador,17643060,2020-04-11,7257,0.041132321
Australia,25499881,2020-07-14,10487,0.041125682
Mauritius,1271767,2020-12-14,523,0.041123885
Slovakia,5459643,2020-07-29,2245,0.041119905
Haiti,11402533,2020-06-19,4688,0.041113672
Mali,20250834,2021-02-23,8324,0.04110448
New Zealand,4822233,2020-11-07,1982,0.041101291
Hungary,9660350,2020-06-05,3970,0.04109582
Cuba,11326616,2020-09-12,4653,0.041080231
India,1380004385,2020-06-29,566840,0.041075232
Rwanda,12952209,2020-11-12,5319,0.041066354
Thailand,69799978,2021-03-27,28657,0.041055887
Greece,10423056,2020-07-28,4279,0.041053219
Guinea,13132792,2020-06-30,5391,0.041049915
Asia,4639847425,2020-06-21,1903425,0.041023439
Togo,8278737,2020-12-19,3396,0.04102075
Brazil,212559409,2020-04-30,87187,0.041017709
Mali,20250834,2021-02-22,8306,0.041015595
Kenya,53771300,2020-08-02,22053,0.041012585
Rwanda,12952209,2020-11-11,5312,0.041012309
World,7794798729,2020-04-29,3196355,0.041006254
Kuwait,4270563,2020-04-18,1751,0.04100162
North Macedonia,2083380,2020-04-13,854,0.040991082
Mali,20250834,2021-02-21,8299,0.040981028
South Korea,51269183,2020-09-04,21010,0.040979783
New Zealand,4822233,2020-11-06,1976,0.040976867
Bhutan,771612,2020-10-14,316,0.040953225
Bhutan,771612,2020-10-15,316,0.040953225
Bhutan,771612,2020-10-16,316,0.040953225
Nigeria,206139587,2020-12-27,84414,0.040949922
Mali,20250834,2021-02-20,8292,0.040946462
Thailand,69799978,2021-03-26,28577,0.040941274
New Zealand,4822233,2020-11-05,1974,0.040935392
Hungary,9660350,2020-06-04,3954,0.040930194
Italy,60461828,2020-03-15,24747,0.040929957
Angola,32866268,2020-11-15,13451,0.04092646
New Zealand,4822233,2020-11-04,1973,0.040914655
South Africa,59308690,2020-05-26,24264,0.040911374
Peru,32971846,2020-04-17,13489,0.040910661
Uruguay,3473727,2020-08-14,1421,0.040907072
Bosnia and Herzegovina,3280815,2020-04-21,1342,0.04090447
El Salvador,6486201,2020-06-02,2653,0.040902217
Burkina Faso,20903278,2021-01-13,8546,0.04088354
Mozambique,31255435,2020-10-30,12777,0.04087929
Syria,17500657,2020-11-21,7154,0.040878465
Kosovo,1932774,2020-04-29,790,0.040873894
New Zealand,4822233,2020-11-03,1971,0.040873181
Morocco,36910558,2020-07-09,15079,0.04085281
Denmark,5792203,2020-03-28,2366,0.040848016
Zimbabwe,14862927,2020-08-24,6070,0.04083987
Cote d'Ivoire,26378275,2020-07-05,10772,0.040836635
Ukraine,43733759,2020-05-16,17858,0.040833444
New Zealand,4822233,2020-11-02,1968,0.040810969
Mali,20250834,2021-02-19,8260,0.040788444
Mali,20250834,2021-02-17,8256,0.040768691
Mali,20250834,2021-02-18,8256,0.040768691
Thailand,69799978,2021-03-24,28443,0.040749297
Thailand,69799978,2021-03-25,28443,0.040749297
Indonesia,273523621,2020-08-02,111455,0.040747852
Guinea,13132792,2020-06-29,5351,0.040745334
Eritrea,3546427,2021-01-06,1445,0.040745235
Eritrea,3546427,2021-01-07,1445,0.040745235
Kyrgyzstan,6524191,2020-06-17,2657,0.040725356
Kyrgyzstan,6524191,2020-06-18,2657,0.040725356
Zambia,18383956,2020-08-07,7486,0.040720289
Madagascar,27691019,2020-08-01,11273,0.04070995
Comoros,869595,2020-07-26,354,0.040708606
Comoros,869595,2020-07-27,354,0.040708606
Comoros,869595,2020-07-28,354,0.040708606
New Zealand,4822233,2020-11-01,1963,0.040707282
Mali,20250834,2021-02-16,8241,0.04069462
Angola,32866268,2020-11-14,13374,0.040692177
Hungary,9660350,2020-06-03,3931,0.040692107
Eswatini,1160164,2020-06-12,472,0.040683903
Guyana,786559,2020-07-17,320,0.040683534
Guinea,13132792,2020-06-28,5342,0.040676804
Mali,20250834,2021-02-15,8235,0.040664992
Lebanon,6825442,2020-07-18,2775,0.040656708
Azerbaijan,10139175,2020-05-24,4122,0.040654195
South Korea,51269183,2020-09-03,20842,0.040652101
Cyprus,875899,2020-04-02,356,0.040643956
Mali,20250834,2021-02-14,8229,0.040635363
Georgia,3989175,2020-09-05,1621,0.040634968
Rwanda,12952209,2020-11-10,5262,0.040626275
New Zealand,4822233,2020-10-31,1959,0.040624333
Mali,20250834,2021-02-13,8226,0.040620549
Sudan,43849269,2020-11-29,17810,0.040616413
Namibia,2540916,2020-07-16,1032,0.040615274
Thailand,69799978,2021-03-23,28346,0.040610328
Algeria,43851043,2020-07-09,17808,0.040610209
Uzbekistan,33469199,2020-07-13,13591,0.040607485
Montenegro,628062,2020-04-10,255,0.040601087
Mali,20250834,2021-02-12,8222,0.040600797
Poland,37846605,2020-05-08,15366,0.040600736
Hungary,9660350,2020-06-02,3921,0.040588592
Ecuador,17643060,2020-04-10,7161,0.040588197
Mauritania,4649660,2020-06-15,1887,0.040583613
New Zealand,4822233,2020-10-30,1957,0.040582859
Mali,20250834,2021-02-11,8218,0.040581045
Senegal,16743930,2020-06-30,6793,0.040569926
Sierra Leone,7976985,2021-01-27,3236,0.040566705
Bhutan,771612,2020-10-13,313,0.040564429
Uruguay,3473727,2020-08-13,1409,0.040561622
Estonia,1326539,2020-03-26,538,0.040556667
Greece,10423056,2020-07-27,4227,0.040554325
Japan,126476458,2020-08-12,51288,0.04055142
Cuba,11326616,2020-09-11,4593,0.040550505
Nigeria,206139587,2020-12-26,83576,0.040543401
Argentina,45195777,2020-06-02,18319,0.040532548
Armenia,2963234,2020-04-17,1201,0.040530043
Ghana,31072945,2020-06-17,12590,0.040517563
Mali,20250834,2021-02-10,8203,0.040506974
Mauritius,1271767,2020-12-08,515,0.040494839
Mauritius,1271767,2020-12-09,515,0.040494839
Mauritius,1271767,2020-12-10,515,0.040494839
Mauritius,1271767,2020-12-11,515,0.040494839
Mauritius,1271767,2020-12-12,515,0.040494839
Mauritius,1271767,2020-12-13,515,0.040494839
Jordan,10203140,2020-09-17,4131,0.040487536
Burkina Faso,20903278,2021-01-12,8463,0.040486473
Rwanda,12952209,2020-11-09,5242,0.040471861
Afghanistan,38928341,2020-06-01,15753,0.040466662
Togo,8278737,2020-12-18,3350,0.04046511
Slovenia,2078932,2020-04-01,841,0.040453464
Mali,20250834,2021-02-09,8192,0.040452655
Syria,17500657,2020-11-20,7079,0.04044991
Albania,2877800,2020-06-02,1164,0.040447564
Turkey,84339067,2020-04-07,34109,0.040442705
Bulgaria,6948445,2020-06-08,2810,0.040440703
New Zealand,4822233,2020-10-29,1950,0.040437698
Bahrain,1701583,2020-04-04,688,0.040432938
New Zealand,4822233,2020-10-28,1949,0.04041696
Central African Republic,4829764,2020-06-11,1952,0.040416053
Africa,1340598113,2020-07-09,541756,0.040411514
Tunisia,11818618,2020-09-05,4776,0.040410816
Pakistan,220892331,2020-06-04,89249,0.040403847
Costa Rica,5094114,2020-06-19,2058,0.040399567
Mali,20250834,2021-02-08,8181,0.040398336
Philippines,109581085,2020-07-05,44254,0.040384707
Venezuela,28435943,2020-07-18,11483,0.040381991
North America,592072204,2020-04-01,239055,0.040375988
Oceania,42677809,2020-07-28,17231,0.040374612
Liberia,5057677,2021-03-17,2042,0.040374267
Liberia,5057677,2021-03-18,2042,0.040374267
Liberia,5057677,2021-03-19,2042,0.040374267
Liberia,5057677,2021-03-20,2042,0.040374267
Liberia,5057677,2021-03-21,2042,0.040374267
Liberia,5057677,2021-03-22,2042,0.040374267
Liberia,5057677,2021-03-23,2042,0.040374267
Liberia,5057677,2021-03-24,2042,0.040374267
Liberia,5057677,2021-03-25,2042,0.040374267
Liberia,5057677,2021-03-26,2042,0.040374267
Liberia,5057677,2021-03-27,2042,0.040374267
Liberia,5057677,2021-03-28,2042,0.040374267
Liberia,5057677,2021-03-29,2042,0.040374267
Liberia,5057677,2021-03-30,2042,0.040374267
Liberia,5057677,2021-03-31,2042,0.040374267
Liberia,5057677,2021-04-01,2042,0.040374267
Liberia,5057677,2021-04-02,2042,0.040374267
Liberia,5057677,2021-04-03,2042,0.040374267
Liberia,5057677,2021-04-04,2042,0.040374267
Liberia,5057677,2021-04-05,2042,0.040374267
Liberia,5057677,2021-04-06,2042,0.040374267
Liberia,5057677,2021-04-07,2042,0.040374267
Liberia,5057677,2021-04-08,2042,0.040374267
Liberia,5057677,2021-04-09,2042,0.040374267
Liberia,5057677,2021-04-10,2042,0.040374267
Liberia,5057677,2021-04-11,2042,0.040374267
Liberia,5057677,2021-04-12,2042,0.040374267
Liberia,5057677,2021-04-13,2042,0.040374267
Liberia,5057677,2021-04-14,2042,0.040374267
Liberia,5057677,2021-04-15,2042,0.040374267
Liberia,5057677,2021-04-16,2042,0.040374267
Liberia,5057677,2021-04-17,2042,0.040374267
Liberia,5057677,2021-04-18,2042,0.040374267
Liberia,5057677,2021-04-19,2042,0.040374267
Liberia,5057677,2021-04-20,2042,0.040374267
Mali,20250834,2021-02-07,8176,0.040373646
Slovakia,5459643,2020-07-28,2204,0.04036894
Ethiopia,114963583,2020-08-27,46407,0.040366696
Egypt,102334403,2020-06-12,41303,0.040360816
Kosovo,1932774,2020-04-28,780,0.040356503
Latvia,1886202,2020-04-22,761,0.040345626
Nepal,29136808,2020-06-26,11755,0.040344158
Rwanda,12952209,2020-11-08,5222,0.040317447
Mali,20250834,2021-02-06,8160,0.040294637
New Zealand,4822233,2020-10-27,1943,0.040292537
Guinea,13132792,2020-06-27,5291,0.040288463
Hungary,9660350,2020-06-01,3892,0.040288395
Congo,5518092,2020-07-15,2222,0.040267542
South Korea,51269183,2020-09-02,20644,0.040265904
Jamaica,2961161,2020-08-19,1192,0.040254481
New Zealand,4822233,2020-10-26,1941,0.040251062
Rwanda,12952209,2020-11-07,5213,0.040247961
Angola,32866268,2020-11-13,13228,0.040247953
Uganda,45741000,2020-11-24,18406,0.04023961
New Zealand,4822233,2020-10-25,1940,0.040230325
Brunei,437483,2021-01-26,176,0.040230135
Brunei,437483,2021-01-27,176,0.040230135
Suriname,586634,2020-06-16,236,0.040229513
Greece,10423056,2020-07-26,4193,0.040228125
Togo,8278737,2020-12-17,3330,0.040223527
Mali,20250834,2021-02-05,8145,0.040220566
Rwanda,12952209,2020-11-06,5208,0.040209357
Australia,25499881,2020-07-13,10251,0.040200188
Sudan,43849269,2020-11-28,17627,0.040199074
Indonesia,273523621,2020-08-01,109936,0.040192507
Croatia,4105268,2020-04-13,1650,0.04019226
Mauritius,1271767,2020-12-07,511,0.040180316
Cuba,11326616,2020-09-10,4551,0.040179697
Asia,4639847425,2020-06-20,1863674,0.040166709
Mali,20250834,2021-02-04,8130,0.040146495
Nigeria,206139587,2020-12-25,82747,0.040141247
Liberia,5057677,2021-03-12,2030,0.040137004
Liberia,5057677,2021-03-13,2030,0.040137004
Liberia,5057677,2021-03-14,2030,0.040137004
Liberia,5057677,2021-03-15,2030,0.040137004
Liberia,5057677,2021-03-16,2030,0.040137004
New Zealand,4822233,2020-10-24,1935,0.040126638
Oman,5106622,2020-04-27,2049,0.040124372
Montenegro,628062,2020-04-09,252,0.040123427
Hungary,9660350,2020-05-31,3876,0.04012277
New Zealand,4822233,2020-10-23,1934,0.040105901
Uruguay,3473727,2020-08-12,1393,0.040101021
Mali,20250834,2021-02-03,8119,0.040092176
Rwanda,12952209,2020-11-05,5192,0.040085826
Lithuania,2722291,2020-04-18,1091,0.040076538
Cameroon,26545864,2020-06-19,10638,0.040074039
Mozambique,31255435,2020-10-29,12525,0.04007303
Romania,19237682,2020-04-16,7707,0.040061999
Liberia,5057677,2021-03-09,2026,0.040057916
Liberia,5057677,2021-03-10,2026,0.040057916
Liberia,5057677,2021-03-11,2026,0.040057916
Mali,20250834,2021-02-02,8111,0.040052671
Guinea,13132792,2020-06-26,5260,0.040052412
Guyana,786559,2020-07-16,315,0.040047854
Mexico,128932753,2020-05-18,51633,0.040046457
Bhutan,771612,2020-10-11,309,0.040046033
Bhutan,771612,2020-10-12,309,0.040046033
Togo,8278737,2020-12-16,3315,0.04004234
Sierra Leone,7976985,2021-01-26,3194,0.040040191
Hungary,9660350,2020-05-30,3867,0.040029606
Chile,19116209,2020-04-12,7652,0.040028857
Liberia,5057677,2021-03-06,2024,0.040018372
Liberia,5057677,2021-03-07,2024,0.040018372
Liberia,5057677,2021-03-08,2024,0.040018372
Morocco,36910558,2020-07-08,14771,0.04001836
World,7794798729,2020-04-28,3119245,0.040017005
Saudi Arabia,34813867,2020-04-23,13930,0.040012791
Georgia,3989175,2020-09-04,1596,0.040008272
Senegal,16743930,2020-06-29,6698,0.040002556
Brunei,437483,2021-01-22,175,0.040001554
Brunei,437483,2021-01-23,175,0.040001554
Brunei,437483,2021-01-24,175,0.040001554
Brunei,437483,2021-01-25,175,0.040001554
Liberia,5057677,2021-03-05,2023,0.0399986
Mali,20250834,2021-02-01,8100,0.039998353
Greece,10423056,2020-07-25,4166,0.039969084
Dominican Republic,10847904,2020-04-18,4335,0.039961637
Mali,20250834,2021-01-31,8091,0.03995391
Slovakia,5459643,2020-07-27,2181,0.039947667
Syria,17500657,2020-11-19,6991,0.039947072
Rwanda,12952209,2020-11-04,5174,0.039946854
Mauritius,1271767,2020-12-02,508,0.039944424
Mauritius,1271767,2020-12-03,508,0.039944424
Mauritius,1271767,2020-12-04,508,0.039944424
Mauritius,1271767,2020-12-05,508,0.039944424
Mauritius,1271767,2020-12-06,508,0.039944424
Thailand,69799978,2021-03-22,27876,0.039936975
Bangladesh,164689383,2020-06-07,65769,0.039935179
Tajikistan,9537642,2020-05-30,3807,0.039915526
Slovakia,5459643,2020-07-26,2179,0.039911034
Mongolia,3278292,2021-01-04,1308,0.039898825
Mongolia,3278292,2021-01-05,1308,0.039898825
Mongolia,3278292,2021-01-06,1308,0.039898825
Bosnia and Herzegovina,3280815,2020-04-20,1309,0.039898623
Zimbabwe,14862927,2020-08-23,5930,0.039897929
South Korea,51269183,2020-09-01,20449,0.039885559
Honduras,9904608,2020-05-24,3950,0.039880427
Liberia,5057677,2021-03-03,2017,0.039879969
Liberia,5057677,2021-03-04,2017,0.039879969
New Zealand,4822233,2020-10-22,1923,0.039877791
Haiti,11402533,2020-06-18,4547,0.039877104
Uruguay,3473727,2020-08-11,1385,0.039870721
United Kingdom,67886004,2020-03-28,27062,0.039863887
Rwanda,12952209,2020-11-03,5162,0.039854206
Mali,20250834,2021-01-30,8069,0.039845273
Thailand,69799978,2021-03-21,27803,0.039832391
Liberia,5057677,2021-02-28,2014,0.039820653
Liberia,5057677,2021-03-01,2014,0.039820653
Liberia,5057677,2021-03-02,2014,0.039820653
South Africa,59308690,2020-05-25,23615,0.039817099
Mali,20250834,2021-01-29,8063,0.039815644
El Salvador,6486201,2020-06-01,2582,0.039807585
Togo,8278737,2020-12-15,3295,0.039800757
Rwanda,12952209,2020-11-02,5155,0.039800161
Guyana,786559,2020-07-15,313,0.039793582
Malawi,19129955,2021-01-07,7611,0.039785771
Mali,20250834,2021-01-28,8056,0.039781078
Sierra Leone,7976985,2021-01-25,3173,0.039776933
Brunei,437483,2021-01-12,174,0.039772974
Brunei,437483,2021-01-13,174,0.039772974
Brunei,437483,2021-01-14,174,0.039772974
Brunei,437483,2021-01-15,174,0.039772974
Brunei,437483,2021-01-16,174,0.039772974
Brunei,437483,2021-01-17,174,0.039772974
Brunei,437483,2021-01-18,174,0.039772974
Brunei,437483,2021-01-19,174,0.039772974
Brunei,437483,2021-01-20,174,0.039772974
Brunei,437483,2021-01-21,174,0.039772974
Japan,126476458,2020-08-11,50302,0.039771829
Austria,9006400,2020-03-22,3582,0.039771718
Nigeria,206139587,2020-12-24,81963,0.039760922
Hungary,9660350,2020-05-29,3841,0.039760464
Poland,37846605,2020-05-07,15047,0.039757859
Russia,145934460,2020-04-22,57999,0.039743183
North Macedonia,2083380,2020-04-12,828,0.03974311
Liberia,5057677,2021-02-26,2010,0.039741565
Liberia,5057677,2021-02-27,2010,0.039741565
India,1380004385,2020-06-28,548318,0.039733062
Rwanda,12952209,2020-11-01,5146,0.039730675
Kenya,53771300,2020-08-01,21363,0.039729372
Liberia,5057677,2021-02-25,2009,0.039721793
Mozambique,31255435,2020-10-28,12415,0.039721092
Albania,2877800,2020-06-01,1143,0.03971784
Angola,32866268,2020-11-12,13053,0.039715492
Oceania,42677809,2020-07-27,16949,0.039713848
Uganda,45741000,2020-11-23,18165,0.03971273
Mauritius,1271767,2020-12-01,505,0.039708532
Thailand,69799978,2021-03-20,27713,0.039703451
New Zealand,4822233,2020-10-21,1914,0.039691156
Sudan,43849269,2020-11-27,17404,0.039690513
Mali,20250834,2021-01-27,8037,0.039687254
Greece,10423056,2020-07-24,4135,0.039671666
Cote d'Ivoire,26378275,2020-07-04,10462,0.039661426
Rwanda,12952209,2020-10-31,5137,0.039661188
Saint Vincent and the Grenadines,110947,2020-07-19,44,0.039658576
Bhutan,771612,2020-10-09,306,0.039657237
Bhutan,771612,2020-10-10,306,0.039657237
Latvia,1886202,2020-04-21,748,0.03965641
Colombia,50882884,2020-05-23,20177,0.039653806
New Zealand,4822233,2020-10-20,1912,0.039649681
Zimbabwe,14862927,2020-08-22,5893,0.039648987
Rwanda,12952209,2020-10-30,5134,0.039638026
Mauritius,1271767,2020-11-30,504,0.039629901
Ukraine,43733759,2020-05-15,17330,0.039626139
Indonesia,273523621,2020-07-31,108376,0.039622172
Rwanda,12952209,2020-10-29,5131,0.039614864
Burkina Faso,20903278,2021-01-11,8279,0.039606228
Rwanda,12952209,2020-10-28,5129,0.039599423
Maldives,540542,2020-04-26,214,0.039589893
Malaysia,32365998,2020-10-05,12813,0.039587842
Liberia,5057677,2021-02-24,2002,0.03958339
Morocco,36910558,2020-07-07,14607,0.039574043
Algeria,43851043,2020-07-08,17348,0.039561203
Lebanon,6825442,2020-07-17,2700,0.039557878
Brunei,437483,2021-01-07,173,0.039544394
Brunei,437483,2021-01-08,173,0.039544394
Brunei,437483,2021-01-09,173,0.039544394
Brunei,437483,2021-01-10,173,0.039544394
Brunei,437483,2021-01-11,173,0.039544394
Paraguay,7132530,2020-07-11,2820,0.039537163
Syria,17500657,2020-11-18,6919,0.039535659
Mali,20250834,2021-01-26,8006,0.039534174
Thailand,69799978,2021-03-19,27594,0.039532964
Israel,8655541,2020-03-27,3421,0.039523815
Albania,2877800,2020-05-31,1137,0.039509347
Liberia,5057677,2021-02-23,1998,0.039504302
Hungary,9660350,2020-05-28,3816,0.039501674
Bahrain,1701583,2020-04-03,672,0.039492637
Montenegro,628062,2020-04-08,248,0.039486548
Mali,20250834,2021-01-25,7995,0.039479855
Kosovo,1932774,2020-04-27,763,0.039476938
Liberia,5057677,2021-02-22,1996,0.039464758
Belarus,9449321,2020-04-15,3728,0.03945257
Togo,8278737,2020-12-14,3266,0.039450462
Trinidad and Tobago,1399491,2020-08-16,552,0.039442912
Greece,10423056,2020-07-23,4110,0.039431813
Mali,20250834,2021-01-24,7983,0.039420599
Angola,32866268,2020-11-11,12953,0.039411229
Bhutan,771612,2020-10-07,304,0.039398039
Bhutan,771612,2020-10-08,304,0.039398039
Guinea,13132792,2020-06-24,5174,0.039397563
Guinea,13132792,2020-06-25,5174,0.039397563
Mauritius,1271767,2020-11-27,501,0.039394008
Mauritius,1271767,2020-11-28,501,0.039394008
Mauritius,1271767,2020-11-29,501,0.039394008
Myanmar,54409794,2020-10-07,21433,0.039391805
Thailand,69799978,2021-03-18,27494,0.039389697
Guatemala,17915567,2020-06-07,7055,0.039379161
European Union,444919060,2020-03-23,175173,0.03937188
Germany,83783945,2020-03-24,32986,0.039370311
Cuba,11326616,2020-09-09,4459,0.039367451
South Korea,51269183,2020-08-31,20182,0.039364778
Venezuela,28435943,2020-07-17,11191,0.039355122
Sierra Leone,7976985,2021-01-24,3139,0.039350707
Ethiopia,114963583,2020-08-26,45221,0.039335065
Senegal,16743930,2020-06-28,6586,0.039333657
Mali,20250834,2021-01-23,7965,0.039331713
Brunei,437483,2021-01-03,172,0.039315813
Brunei,437483,2021-01-04,172,0.039315813
Brunei,437483,2021-01-05,172,0.039315813
Brunei,437483,2021-01-06,172,0.039315813
Liberia,5057677,2021-02-19,1988,0.039306583
Liberia,5057677,2021-02-20,1988,0.039306583
Liberia,5057677,2021-02-21,1988,0.039306583
Georgia,3989175,2020-09-03,1568,0.039306373
Somalia,15893219,2021-02-22,6246,0.039299779
Somalia,15893219,2021-02-23,6246,0.039299779
Singapore,5850343,2020-04-11,2299,0.039296841
Sri Lanka,21413250,2020-10-26,8413,0.039288758
Uganda,45741000,2020-11-22,17968,0.039282045
Azerbaijan,10139175,2020-05-23,3982,0.039273412
Finland,5540718,2020-04-06,2176,0.039272888
Togo,8278737,2020-12-13,3251,0.039269275
Kyrgyzstan,6524191,2020-06-16,2562,0.039269237
Iceland,341250,2020-03-13,134,0.039267399
Mozambique,31255435,2020-10-27,12273,0.039266771
Uruguay,3473727,2020-08-10,1364,0.039266183
Hungary,9660350,2020-05-27,3793,0.039263588
Asia,4639847425,2020-06-19,1821764,0.039263446
Thailand,69799978,2021-03-17,27402,0.039257892
Nigeria,206139587,2020-12-23,80922,0.039255924
Rwanda,12952209,2020-10-27,5084,0.039251992
Madagascar,27691019,2020-07-31,10868,0.039247382
Liberia,5057677,2021-02-15,1985,0.039247267
Liberia,5057677,2021-02-16,1985,0.039247267
Liberia,5057677,2021-02-17,1985,0.039247267
Liberia,5057677,2021-02-18,1985,0.039247267
Bulgaria,6948445,2020-06-07,2727,0.039246191
Ghana,31072945,2020-06-16,12193,0.039239924
Japan,126476458,2020-08-10,49617,0.039230226
Mongolia,3278292,2021-01-03,1286,0.039227744
Slovakia,5459643,2020-07-25,2141,0.039215018
Cape Verde,555988,2020-05-07,218,0.039209479
Mali,20250834,2021-01-22,7937,0.039193448
Serbia,6804596,2020-04-08,2666,0.039179402
Latvia,1886202,2020-04-20,739,0.039179261
Bosnia and Herzegovina,3280815,2020-04-19,1285,0.039167097
Rwanda,12952209,2020-10-26,5073,0.039167064
Mauritius,1271767,2020-11-26,498,0.039158116
Guyana,786559,2020-07-14,308,0.039157902
Europe,748680069,2020-03-26,293038,0.039140617
Australia,25499881,2020-07-12,9980,0.039137438
New Zealand,4822233,2020-10-19,1887,0.039131249
Oman,5106622,2020-04-26,1998,0.039125669
Zimbabwe,14862927,2020-08-21,5815,0.039124191
Greece,10423056,2020-07-22,4077,0.039115208
Rwanda,12952209,2020-10-25,5066,0.039113019
Armenia,2963234,2020-04-16,1159,0.039112672
Sierra Leone,7976985,2021-01-23,3120,0.039112522
New Zealand,4822233,2020-10-17,1886,0.039110512
New Zealand,4822233,2020-10-18,1886,0.039110512
Comoros,869595,2020-07-23,340,0.039098661
Comoros,869595,2020-07-24,340,0.039098661
Comoros,869595,2020-07-25,340,0.039098661
Central African Republic,4829764,2020-06-10,1888,0.039090937
Mauritius,1271767,2020-11-25,497,0.039079485
Norway,5421242,2020-03-21,2118,0.039068538
Rwanda,12952209,2020-10-24,5060,0.039066695
Afghanistan,38928341,2020-05-31,15208,0.039066653
Mali,20250834,2021-01-21,7911,0.039065058
Syria,17500657,2020-11-17,6836,0.039061391
New Zealand,4822233,2020-10-16,1883,0.0390483
World,7794798729,2020-04-27,3043705,0.039047897
Sweden,10099270,2020-03-29,3943,0.039042426
Suriname,586634,2020-06-15,229,0.039036265
Hungary,9660350,2020-05-26,3771,0.039035853
Bulgaria,6948445,2020-06-06,2711,0.039015924
Palestine,5101416,2020-06-28,1990,0.039008777
Rwanda,12952209,2020-10-23,5052,0.03900493
Mali,20250834,2021-01-20,7897,0.038995925
Angola,32866268,2020-11-10,12816,0.038994388
Albania,2877800,2020-05-30,1122,0.038988116
New Zealand,4822233,2020-10-15,1880,0.038986088
Africa,1340598113,2020-07-08,522544,0.038978423
Croatia,4105268,2020-04-12,1600,0.038974313
Zambia,18383956,2020-08-06,7164,0.038968762
Morocco,36910558,2020-07-06,14379,0.038956333
Uruguay,3473727,2020-08-09,1353,0.03894952
Haiti,11402533,2020-06-17,4441,0.038947486
Poland,37846605,2020-05-06,14740,0.03894669
South America,430759772,2020-04-29,167745,0.038941659
Sudan,43849269,2020-11-26,17068,0.038924252
Mali,20250834,2021-01-19,7880,0.038911978
Mozambique,31255435,2020-10-26,12161,0.038908433
Togo,8278737,2020-12-12,3221,0.038906901
Bahamas,393248,2020-07-19,153,0.038906746
South Korea,51269183,2020-08-30,19947,0.038906413
South Sudan,11193729,2021-02-05,4355,0.038905712
South Sudan,11193729,2021-02-06,4355,0.038905712
South Sudan,11193729,2021-02-07,4355,0.038905712
New Zealand,4822233,2020-10-14,1876,0.038903139
Thailand,69799978,2021-03-16,27154,0.038902591
Hungary,9660350,2020-05-25,3756,0.038880579
Bhutan,771612,2020-10-06,300,0.038879644
Indonesia,273523621,2020-07-30,106336,0.03887635
New Zealand,4822233,2020-10-13,1874,0.038861664
Oceania,42677809,2020-07-26,16580,0.03884923
Mauritius,1271767,2020-11-18,494,0.038843593
Mauritius,1271767,2020-11-19,494,0.038843593
Mauritius,1271767,2020-11-20,494,0.038843593
